id,an,materie,liceu,judet,medie,procent_reusita,numar_candidati,preferinta_materie,anomalie
56463,2018,CHIMIE ORGANICA TEH NIVEL I-II,"LICEUL TEHNOLOGIC ""ELECTROMURES"" TIRGU MURES",Mureș,2.77,11.1,9,5.2,1
56464,2018,CHIMIE ORGANICA TEH NIVEL I-II,LICEUL TEHNOLOGIC LUPENI,Hunedoara,2.7,0.0,1,2.2,1
56465,2018,CHIMIE ORGANICA TEH NIVEL I-II,"LICEUL TEHNOLOGIC ""COSTIN NENITESCU"" BUZAU",Buzău,2.7,0.0,1,1.1,1
56466,2018,CHIMIE ORGANICA TEH NIVEL I-II,"LICEUL TEHNOLOGIC ""TOMA SOCOLESCU"", MUNICIPIUL PLOIESTI",Prahova,2.67,0.0,5,2.3,0
56467,2018,CHIMIE ORGANICA TEH NIVEL I-II,"LICEUL TEHNOLOGIC DE TRANSPORTURI SI DE CONSTRUCTII, IASI",Iași,2.6,0.0,2,4.3,1
56468,2018,CHIMIE ORGANICA TEH NIVEL I-II,LICEUL TEHNOLOGIC BARSESTI,Gorj,2.6,0.0,1,2.0,1
56469,2018,CHIMIE ORGANICA TEH NIVEL I-II,"COLEGIUL TEHNIC ""EDMOND NICOLAU"" CLUJ-NAPOCA",Cluj,2.55,0.0,2,5.4,1
56470,2018,CHIMIE ORGANICA TEH NIVEL I-II,"COLEGIUL TEHNIC ""ANGHEL SALIGNY""",București,2.4,0.0,1,0.9,1
56471,2018,CHIMIE ORGANICA TEH NIVEL I-II,"COLEGIUL TEHNIC ""TRAIAN VUIA"" ORADEA",Bihor,2.3,0.0,2,2.4,0
56472,2018,CHIMIE ORGANICA TEH NIVEL I-II,"LICEUL TEHNOLOGIC ""GRIGORE MOISIL""",Brăila,2.3,0.0,1,8.3,1
56473,2018,CHIMIE ORGANICA TEH NIVEL I-II,"LICEUL ""DIMITRIE NEGREANU"" BOTOSANI",Botoșani,2.25,0.0,1,1.4,1
56474,2018,CHIMIE ORGANICA TEH NIVEL I-II,"COLEGIUL ""ANDRONIC MOTRESCU"" RADAUTI",Suceava,2.2,0.0,1,0.5,1
56475,2018,CHIMIE ORGANICA TEH NIVEL I-II,"COLEGIUL TEHNIC ""VICEAMIRAL IOAN BALANESCU"" GIURGIU",Giurgiu,2.2,0.0,1,1.5,1
56476,2018,CHIMIE ORGANICA TEH NIVEL I-II,"LICEUL TEHNOLOGIC ""LAZAR EDELEANU"" NAVODARI",Constanța,2.2,0.0,2,0.9,0
56477,2018,CHIMIE ORGANICA TEH NIVEL I-II,"LICEUL TEHNOLOGIC ""MATEI BASARAB"" CARACAL",Olt,2.2,0.0,1,0.9,1
56478,2018,CHIMIE ORGANICA TEH NIVEL I-II,"LICEUL TEHNOLOGIC CAPITAN NICOLAE PLESOIANU, MUN. RM. VALCEA",Vâlcea,2.08,0.0,2,7.7,1
56479,2018,CHIMIE ORGANICA TEH NIVEL I-II,"LICEUL TEHNOLOGIC ""PETRU PONI""",București,1.9,0.0,1,0.9,1
56480,2018,CHIMIE ORGANICA TEH NIVEL I-II,LICEUL ENERGETIC CRAIOVA,Dolj,1.6,0.0,1,1.0,1
56481,2018,CHIMIE ORGANICA TEH NIVEL I-II,"LICEUL TEORETIC ""MIHAIL KOGALNICEANU"" MIHAIL KOGALNICEANU",Constanța,1.3,0.0,1,1.9,1
56482,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""SOLOMON HALITA"" SANGEORZ-BAI",Bistrița-Năsăud,10.0,100.0,2,1.8,0
56483,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL TEHNIC DE CAI FERATE ""UNIREA"", PASCANI",Iași,10.0,100.0,1,0.5,0
56484,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""RADU PETRESCU"" PRUNDU BARGAULUI",Bistrița-Năsăud,10.0,100.0,1,1.0,1
56485,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL ""REGINA MARIA"" DOROHOI",Botoșani,9.88,100.0,2,1.1,0
56486,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""EMIL BOTTA"" ADJUD",Vrancea,9.85,100.0,1,0.5,0
56487,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL DOBROGEAN ""SPIRU HARET"" TULCEA",Tulcea,9.85,100.0,1,0.7,0
56488,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""MIHAIL KOGALNICEANU"", MUN. VASLUI",Vaslui,9.82,100.0,4,2.6,0
56489,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEHNOLOGIC ""MIHAI VITEAZU"" VULCAN",Hunedoara,9.8,100.0,1,0.7,1
56490,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""DR. LIND"" CAMPENITA",Mureș,9.8,100.0,1,20.0,1
56491,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""MIHAI VITEAZUL"" SFANTU GHEORGHE",Covasna,9.78,100.0,3,2.8,0
56492,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""ALEXANDRU IOAN CUZA"", LOCALITATEA GALATI",Galați,9.72,100.0,2,1.4,0
56493,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL GRECO-CATOLIC ""IULIU MANIU"" ORADEA",Bihor,9.7,100.0,1,1.9,0
56494,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL, IASI",Iași,9.68,100.0,3,2.1,0
56495,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""SFANTUL IOSIF"" ALBA IULIA",Alba,9.65,100.0,2,16.7,0
56496,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL ECONOMIC ""VIRGIL MADGEARU"", MUNICIPIUL PLOIESTI",Prahova,9.65,100.0,1,0.4,0
56497,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""MIRCEA ELIADE"" LUPENI",Hunedoara,9.65,100.0,1,0.9,0
56498,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""TEODOR NES"" SALONTA",Bihor,9.65,100.0,1,0.8,0
56499,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEHNOLOGIC ""ION NISTOR"" VICOVU DE SUS",Suceava,9.63,100.0,3,1.0,0
56500,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""FRATII BUZESTI"" CRAIOVA",Dolj,9.62,100.0,6,2.4,0
56501,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""GEORGE VALSAN""",Brăila,9.6,100.0,1,1.5,0
56502,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""VLADIMIR STREINU"" GAESTI",Dâmbovița,9.57,100.0,2,1.0,0
56503,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""NICOLAE BALCESCU"" CLUJ-NAPOCA",Cluj,9.57,100.0,5,4.4,0
56504,2018,CHIMIE ORGANICA TEO NIVEL I-II,LICEUL TEORETIC NEGRESTI OAS,Satu-Mare,9.55,100.0,1,0.9,0
56505,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""OCTAVIAN GOGA"" MARGHITA",Bihor,9.55,100.0,1,0.7,1
56506,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""SFANTUL SAVA""",București,9.55,100.0,68,29.1,0
56507,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""GHEORGHE LAZAR""",București,9.53,100.0,73,26.0,0
56508,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""TRAIAN DODA"" CARANSEBES",Caraș-Severin,9.5,100.0,1,0.9,0
56509,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL DE INFORMATICA ""TIBERIU POPOVICIU"" CLUJ-NAPOCA",Cluj,9.5,100.0,1,1.1,0
56510,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""STEPHAN LUDWIG ROTH"" MEDIAS",Sibiu,9.5,100.0,2,2.9,1
56511,2018,CHIMIE ORGANICA TEO NIVEL I-II,LICEUL TEOLOGIC REFORMAT CLUJ-NAPOCA,Cluj,9.5,100.0,1,2.0,0
56512,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""GHEORGHE SINCAI"" BAIA MARE",Maramureș,9.46,100.0,12,6.1,0
56513,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""EMIL RACOVITA"", IASI",Iași,9.44,100.0,11,5.9,0
56514,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL DE INFORMATICA ""TUDOR VIANU""",București,9.43,100.0,23,8.8,0
56515,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""PETRU RARES"" SUCEAVA",Suceava,9.43,100.0,5,1.8,0
56516,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""GEORGE COSBUC"" CLUJ-NAPOCA",Cluj,9.43,100.0,3,2.8,0
56517,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL TEHNIC ""LATCU VODA"" SIRET",Suceava,9.43,100.0,6,2.4,0
56518,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""PETRU RARES"", MUNICIPIUL PIATRA-NEAMT",Neamț,9.42,100.0,35,19.0,0
56519,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""UNIREA"" FOCSANI",Vrancea,9.42,100.0,27,12.9,0
56520,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""GRIGORE MOISIL"" ONESTI",Bacău,9.41,97.1,35,20.6,0
56521,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""CAROL I"" CRAIOVA",Dolj,9.41,100.0,5,1.8,0
56522,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEOLOGIC ADVENTIST ""STEFAN DEMETRESCU""",București,9.41,100.0,4,5.0,0
56523,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL DE STIINTE ""GRIGORE ANTIPA"" BRASOV",Brașov,9.4,100.0,1,0.9,0
56524,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""DR. MIHAI CIUCA"" SAVENI",Botoșani,9.4,100.0,1,0.7,0
56525,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""ALEXANDRU IOAN CUZA"", MUNICIPIUL PLOIESTI",Prahova,9.4,100.0,41,19.5,0
56526,2018,CHIMIE ORGANICA TEO NIVEL I-II,COMPLEXUL EDUCATIONAL LAUDE-REUT,București,9.4,100.0,5,25.0,0
56527,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""CONSTANTIN DIACONOVICI LOGA"" TIMISOARA",Timiș,9.4,100.0,1,0.6,0
56528,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""COSTACHE NEGRUZZI"", IASI",Iași,9.39,100.0,12,8.3,0
56529,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""AVRAM IANCU"" CLUJ-NAPOCA",Cluj,9.39,100.0,15,14.4,0
56530,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""SAMUIL MICU"" SARMASU",Mureș,9.39,100.0,5,4.9,0
56531,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""OVIDIUS"" CONSTANTA",Constanța,9.37,100.0,14,7.7,0
56532,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""ALEXANDRU IOAN CUZA"" CORABIA",Olt,9.37,100.0,6,2.2,0
56533,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""MIHAI EMINESCU""",București,9.37,100.0,6,2.9,0
56534,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEHNOLOGIC ""PETRU MAIOR"" REGHIN",Mureș,9.36,100.0,10,5.0,0
56535,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""EMANUIL GOJDU"" ORADEA",Bihor,9.36,100.0,36,18.4,0
56536,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""AUREL LAZAR"" ORADEA",Bihor,9.36,100.0,4,3.6,1
56537,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL ""CAROL I"", ORAS BICAZ",Neamț,9.36,100.0,4,2.8,0
56538,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""ZINCA GOLESCU"" PITESTI",Argeș,9.35,100.0,21,6.9,0
56539,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEHNOLOGIC ""DIMITRIE BOLINTINEANU"" BOLINTIN VALE",Giurgiu,9.35,100.0,3,0.9,0
56540,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""MIHAI EMINESCU"" PETROSANI",Hunedoara,9.35,100.0,17,12.3,0
56541,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""SPIRU HARET"", LOCALITATEA TECUCI",Galați,9.35,100.0,9,5.2,0
56542,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""EUDOXIU HURMUZACHI"" RADAUTI",Suceava,9.35,100.0,1,0.4,0
56543,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL MILITAR ""DIMITRIE CANTEMIR"" BREAZA",Prahova,9.33,100.0,3,2.8,0
56544,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""VASILE ALECSANDRI"", LOCALITATEA GALATI",Galați,9.33,100.0,34,15.5,0
56545,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""ION C. BRATIANU"" PITESTI",Argeș,9.32,100.0,23,6.8,0
56546,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""TRAIAN LALESCU"" RESITA",Caraș-Severin,9.32,100.0,2,1.8,0
56547,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""MIHAI VITEAZUL"" CARACAL",Olt,9.32,100.0,6,2.4,0
56548,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""NICOLAE IORGA""",București,9.31,90.9,11,7.2,0
56549,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""NICOLAE IORGA""",București,9.31,90.9,11,7.2,0
56550,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ALEXANDRU LAHOVARI, MUN. RM. VALCEA",Vâlcea,9.31,100.0,7,3.3,0
56551,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""STEFAN CEL MARE"" SUCEAVA",Suceava,9.31,100.0,24,12.6,0
56552,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""IOAN SLAVICI"" PANCIU",Vrancea,9.3,100.0,1,1.0,1
56553,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""GH. ROSCA CODREANU"", MUN. BARLAD",Vaslui,9.29,100.0,14,7.1,0
56554,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""MIHAI EMINESCU"", IASI",Iași,9.28,100.0,5,3.0,0
56555,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEHNOLOGIC ""NICOLAE IORGA"", ORAS NEGRESTI",Vaslui,9.28,100.0,9,3.9,0
56556,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""BATHORY ISTVAN"" CLUJ-NAPOCA",Cluj,9.27,100.0,3,3.6,0
56557,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""AL. I. CUZA"" FOCSANI",Vrancea,9.26,100.0,27,15.3,0
56558,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""MIHAI VITEAZUL""",București,9.25,100.0,61,23.1,0
56559,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""BARBU STIRBEI"" CALARASI",Călărași,9.24,100.0,25,11.3,0
56560,2018,CHIMIE ORGANICA TEO NIVEL I-II,COLEGIUL NATIONAL BANATEAN TIMISOARA,Timiș,9.23,100.0,5,2.7,0
56561,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""ALEXANDRU PAPIU ILARIAN"" TIRGU MURES",Mureș,9.23,100.0,20,11.4,0
56562,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""IOAN SLAVICI"" SATU MARE",Satu-Mare,9.23,100.0,2,1.0,0
56563,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""MIHAIL KOGALNICEANU"", LOCALITATEA GALATI",Galați,9.23,100.0,18,10.3,0
56564,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""STEFAN CEL MARE"", HARLAU",Iași,9.22,100.0,3,1.8,0
56565,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""ALEXANDRU IOAN CUZA"", IASI",Iași,9.22,100.0,3,1.4,0
56566,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""COSTACHE NEGRI"", LOCALITATEA GALATI",Galați,9.22,100.0,15,8.8,0
56567,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL DE INFORMATICA MATEI BASARAB, MUN. RM. VALCEA",Vâlcea,9.21,100.0,12,5.7,0
56568,2018,CHIMIE ORGANICA TEO NIVEL I-II,LICEUL TEORETIC INTERNATIONAL DE INFORMATICA BUCURESTI,București,9.21,100.0,10,9.9,0
56569,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""MARIN PREDA""",București,9.2,100.0,1,0.7,0
56570,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" OLTENITA",Călărași,9.2,100.0,1,0.4,1
56571,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""DOAMNA STANCA"" FAGARAS",Brașov,9.2,100.0,1,1.2,0
56572,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""OCTAVIAN GOGA"" SIBIU",Sibiu,9.2,100.0,16,8.6,0
56573,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""CALISTRAT HOGAS"", MUNICIPIUL PIATRA-NEAMT",Neamț,9.2,100.0,11,5.8,0
56574,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""ION MINULESCU"" SLATINA",Olt,9.2,100.0,5,1.9,0
56575,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL ECONOMIC ""ION GHICA"" BACAU",Bacău,9.2,100.0,1,0.3,1
56576,2018,CHIMIE ORGANICA TEO NIVEL I-II,LICEUL TEHNOLOGIC BAIA DE FIER,Gorj,9.2,100.0,1,2.7,0
56577,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""DINICU GOLESCU"" CAMPULUNG",Argeș,9.2,100.0,26,12.6,0
56578,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""MIRCEA CEL BATRAN"" CONSTANTA",Constanța,9.18,100.0,29,15.3,0
56579,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""MIHAI EMINESCU"" BOTOSANI",Botoșani,9.17,100.0,20,8.9,0
56580,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""MOISE NICOARA"" ARAD",Arad,9.17,100.0,26,15.3,0
56581,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""FERDINAND I"" BACAU",Bacău,9.17,100.0,5,2.5,0
56582,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""GHEORGHE SINCAI""",București,9.15,100.0,46,17.1,0
56583,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",Sibiu,9.15,100.0,11,9.6,0
56584,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL""CSIKY GERGELY"" ARAD",Arad,9.15,100.0,1,1.8,0
56585,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""ALEXANDRU IOAN CUZA"" ALEXANDRIA",Teleorman,9.14,100.0,5,2.2,0
56586,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""SPIRU HARET"" MOINESTI",Bacău,9.14,100.0,14,6.9,0
56587,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""GHEORGHE VRANCEANU"" BACAU",Bacău,9.14,100.0,26,12.3,0
56588,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""IENACHITA VACARESCU"" TARGOVISTE",Dâmbovița,9.13,96.0,25,12.8,0
56589,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""DR. IOAN MESOTA"" BRASOV",Brașov,9.13,100.0,35,20.2,0
56590,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL DE ARTE ""IONEL PERLEA"" SLOBOZIA",Ialomița,9.13,100.0,3,2.6,0
56591,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""MIHAI VITEAZUL"", MUNICIPIUL PLOIESTI",Prahova,9.12,100.0,48,15.3,0
56592,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""ION LUCA"" VATRA DORNEI",Suceava,9.12,100.0,5,2.4,0
56593,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""NAGY MOZES"" TARGU SECUIESC",Covasna,9.11,100.0,9,7.9,0
56594,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""NICOLAE TITULESCU"" PUCIOASA",Dâmbovița,9.11,100.0,8,4.3,0
56595,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""ION CREANGA""",București,9.11,100.0,24,10.2,0
56596,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""PAVEL DAN"" CAMPIA TURZII",Cluj,9.11,100.0,4,2.8,0
56597,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""CARMEN SYLVA"" EFORIE",Constanța,9.1,100.0,1,1.0,0
56598,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""GHEORGHE MUNTEANU MURGOCI""",Brăila,9.09,100.0,58,29.1,0
56599,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""ANDREI SAGUNA"" BRASOV",Brașov,9.09,100.0,17,10.1,0
56600,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""TRAIAN"" CONSTANTA",Constanța,9.08,100.0,10,5.3,0
56601,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""GRIGORE MOISIL"" TULCEA",Tulcea,9.07,100.0,12,7.4,0
56602,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""VASILE LUCACIU"" BAIA MARE",Maramureș,9.07,100.0,15,5.9,0
56603,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""GHEORGHE MUNTEANU MURGOCI"" MACIN",Tulcea,9.07,100.0,4,3.4,0
56604,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""SCOALA CENTRALA""",București,9.07,100.0,2,0.9,0
56605,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""MIRON COSTIN"", IASI",Iași,9.07,100.0,6,5.4,0
56606,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""MIHAIL SADOVEANU"", PASCANI",Iași,9.06,100.0,9,4.1,0
56607,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""AVRAM IANCU"" BRAD",Hunedoara,9.03,100.0,5,3.4,0
56608,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""CUZA VODA"", MUN. HUSI",Vaslui,9.03,100.0,11,5.6,0
56609,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""LIVIU REBREANU"" BISTRITA",Bistrița-Năsăud,9.02,100.0,15,7.0,0
56610,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""ALEXANDRU ODOBESCU"" PITESTI",Argeș,9.01,100.0,14,5.3,0
56611,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL BILINGV ""GEORGE COSBUC""",București,9.01,100.0,10,6.0,0
56612,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""COSTACHE NEGRI"" TARGU OCNA",Bacău,9.0,100.0,1,0.6,1
56613,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""INDEPENDENTA"" CALAFAT",Dolj,9.0,100.0,2,1.4,0
56614,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""CONSTANTIN SERBAN"" ALESD",Bihor,9.0,100.0,1,2.3,0
56615,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""TRAIAN LALESCU"" HUNEDOARA",Hunedoara,9.0,100.0,1,1.0,0
56616,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL TEORETIC ""GRIGORE MOISIL"" TIMISOARA",Timiș,9.0,100.0,3,2.1,0
56617,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL GERMAN ""GOETHE""",București,9.0,100.0,10,16.7,0
56618,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL ""DON ORIONE"" ORADEA",Bihor,9.0,100.0,1,2.4,1
56619,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""EMIL RACOVITA"" CLUJ-NAPOCA",Cluj,8.99,100.0,8,9.6,0
56620,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""NICOLAE BALCESCU""",Brăila,8.97,100.0,30,15.9,0
56621,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""GRIGORE MOISIL""",București,8.96,100.0,17,9.1,0
56622,2018,CHIMIE ORGANICA TEO NIVEL I-II,"COLEGIUL NATIONAL ""GHEORGHE LAZAR"" SIBIU",Sibiu,8.95,100.0,7,3.9,0
56623,2018,CHIMIE ORGANICA TEO NIVEL I-II,"LICEUL ""STEFAN DIACONESCU"" POTCOAVA",Olt,8.95,100.0,1,1.3,0
