SampleID,departure_time,distance_km,avg_speed_kmh,num_stops,weather,weekday,special_events,num_cars,ticket_price,comfort_class,delay_minutes
1125,07:43,615.36,42.26,1,sunny,Fri,0,11,139.544859261542,intermediate,12
1241,23:10,552.47,101.07,3,sunny,Tue,0,11,194.91193280429337,standard,6
4606,21:08,443.9,110.1,8,rain,Tue,0,3,164.02258775204686,intermediate,22
4130,10:57,230.17,108.06,6,snow,Tue,0,7,142.21512416102715,intermediate,23
3442,10:14,415.26,43.21,4,rain,Mon,0,4,54.21772422928582,standard,16
998,16:04,610.74,45.67,8,rain,Thu,0,11,38.24212360455607,standard,33
3386,00:38,451.1,89.01,4,sunny,Sun,0,4,89.01659987096966,standard,0
2684,14:30,428.32,48.8,4,sunny,Tue,0,3,117.65088716121089,premium,13
1577,14:07,798.07,84.18,8,rain,Sun,0,8,66.04703900166166,intermediate,28
4790,11:12,618.13,44.27,1,rain,Sat,0,6,141.38380773337593,standard,13
1826,19:38,420.51,110.73,2,sunny,Sat,0,12,129.676038203987,standard,4
3292,22:17,325.89,75.04,7,sunny,Wed,0,11,131.9545704632608,standard,16
4989,07:32,434.52,43.57,3,sunny,Fri,0,8,149.27149676045875,standard,16
3536,02:56,428.57,82.67,4,sunny,Sun,0,8,71.61841290179467,standard,9
440,22:53,564.57,46.5,0,rain,Thu,0,7,36.9803466043362,standard,11
4951,01:56,234.96,114.69,0,rain,Thu,0,10,126.59149808163426,premium,11
1100,19:20,141.86,76.31,4,rain,Thu,0,11,42.84685989567048,intermediate,18
4010,13:04,788.65,115.8,9,sunny,Sun,0,12,125.68091859532412,premium,33
3058,15:35,203.38,85.04,3,rain,Wed,0,3,64.33494039631209,premium,2
649,12:35,309.22,66.94,9,sunny,Wed,0,11,27.654795553195445,standard,20
1546,12:26,91.37,44.76,1,sunny,Sat,0,6,57.836938930482674,intermediate,0
4756,23:16,611.69,91.42,6,fog,Wed,0,4,70.7674027272555,standard,10
3560,04:55,460.71,43.4,3,rain,Wed,0,12,176.0860331446017,standard,25
3886,16:38,50.18,80.52,4,rain,Fri,0,6,41.80313307303582,standard,7
3741,18:35,778.14,41.39,6,sunny,Sat,0,9,138.15364512100683,intermediate,24
630,12:27,698.75,86.43,3,sunny,Sun,0,13,145.81893538622515,premium,26
672,10:17,652.41,114.24,2,sunny,Sat,0,8,55.414244171621455,standard,6
1249,00:12,290.53,113.92,9,sunny,Sat,0,6,100.66984896795094,premium,18
482,04:51,57.48,67.27,3,sunny,Thu,0,3,189.9120662573161,intermediate,0
1584,04:42,552.69,76.09,5,rain,Wed,0,4,53.104358934670714,premium,13
3074,03:29,704.08,97.53,7,sunny,Tue,0,14,66.47895522224775,standard,27
4627,15:33,794.44,55.62,2,sunny,Sun,0,8,122.2041440790792,premium,24
3038,06:01,200.88,118.77,4,sunny,Mon,0,7,164.34536252922987,premium,0
1462,16:40,422.24,45.18,8,sunny,Tue,0,7,57.95918364477996,premium,24
3929,00:09,434.32,85.71,3,sunny,Wed,0,13,127.87741453090324,intermediate,12
3621,14:48,291.25,100.64,0,sunny,Tue,0,3,22.008274110023844,premium,0
2578,19:32,541.54,115.14,9,sunny,Sun,0,3,100.59379517872623,premium,17
3801,07:17,558.89,64.64,4,rain,Fri,0,8,78.96286391899616,standard,28
49,08:00,761.96,61.41,4,sunny,Sun,0,4,167.4128905298518,intermediate,19
4289,06:50,782.31,119.47,6,sunny,Fri,0,14,153.1291759303875,standard,19
3344,03:59,428.87,77.03,6,sunny,Fri,0,14,54.511460613579345,intermediate,21
858,04:15,249.19,108.5,0,snow,Thu,0,5,35.45797707616444,standard,0
1072,05:24,145.33,107.93,7,rain,Sat,0,10,154.1610042397514,intermediate,15
719,17:40,178.31,65.79,4,snow,Thu,0,9,193.731018337427,standard,19
3717,18:55,283.83,109.51,6,sunny,Wed,0,8,31.95885697905584,standard,6
2631,12:39,220.83,40.11,1,rain,Mon,0,11,127.17126323717582,intermediate,6
4873,02:53,509.16,62.15,3,fog,Mon,0,10,139.62329457605225,premium,27
1660,15:40,447.41,99.82,3,sunny,Fri,0,7,32.43815800137094,standard,3
1656,14:57,773.52,101.06,0,sunny,Mon,0,8,138.47378824327507,standard,0
2425,22:53,473.8,71.01,6,snow,Thu,0,12,163.20602247851843,standard,33
3524,14:46,130.52,68.29,5,sunny,Fri,0,12,125.35466395062677,premium,6
4229,12:45,574.27,42.66,0,sunny,Sun,0,6,179.69797874750543,standard,10
4974,02:21,319.58,40.61,9,sunny,Sat,0,6,67.74460624429767,standard,26
3309,20:56,571.76,51.05,1,sunny,Sat,0,4,159.93072536686097,standard,10
4476,11:36,492.59,42.12,5,snow,Mon,0,9,187.20528690006384,standard,42
3305,23:52,616.3,72.87,2,sunny,Sat,0,12,26.650043471299362,standard,16
4751,03:26,375.27,58.12,2,rain,Fri,0,6,113.60949347669843,premium,25
4126,04:18,439.46,100.93,0,sunny,Thu,1,4,160.10890362852146,standard,3
2606,17:17,696.75,43.24,3,snow,Sat,0,13,108.84371619029513,standard,38
1385,21:59,552.21,43.48,3,sunny,Tue,0,6,73.12345720994297,premium,18
3835,06:29,108.9,80.32,9,sunny,Wed,0,14,65.98280521342899,intermediate,20
1399,01:27,197.18,118.23,4,snow,Tue,1,9,171.19864006854826,intermediate,30
1195,08:19,474.31,79.29,4,sunny,Fri,0,14,189.0504406685731,intermediate,16
1408,10:17,549.34,91.67,0,sunny,Thu,0,5,96.4793068219372,intermediate,0
3824,01:08,355.11,102.93,4,snow,Mon,0,10,155.72610364234887,standard,26
1798,02:18,475.1,81.01,7,snow,Thu,0,12,192.79384646817155,intermediate,33
1475,22:14,104.43,92.45,5,sunny,Wed,0,8,66.7141981358842,intermediate,2
4965,04:47,78.34,118.4,8,rain,Mon,0,10,137.62267780949048,standard,16
35,11:03,403.93,87.95,2,sunny,Sat,0,12,70.92442815486478,intermediate,8
3541,05:03,568.03,77.46,6,snow,Fri,0,9,130.17781742278046,standard,39
2345,06:54,385.5,53.14,9,sunny,Thu,0,10,75.95526543187192,premium,19
4678,03:24,328.03,79.68,0,sunny,Wed,0,8,137.61171297727407,intermediate,0
2359,03:39,436.2,46.7,3,rain,Fri,0,5,167.55623143628577,intermediate,30
2206,08:15,144.35,97.29,4,rain,Fri,0,10,31.884666953500584,standard,12
3767,02:23,426.6,46.99,5,sunny,Mon,0,7,43.80934479995787,intermediate,10
1286,02:00,273.18,116.7,5,rain,Wed,0,8,81.80072516268915,standard,13
349,23:21,548.01,114.64,7,sunny,Tue,0,13,174.00137477159092,premium,20
2137,16:20,351.72,113.19,3,snow,Fri,0,8,179.91993291658451,intermediate,14
2691,04:37,548.09,102.83,2,sunny,Sun,0,12,115.76940686897693,standard,13
4560,15:56,793.1,71.86,0,sunny,Sun,0,3,78.41990256324544,intermediate,8
3967,08:40,75.06,93.42,2,snow,Fri,1,12,28.74174168082099,intermediate,29
1681,05:16,533.54,100.36,0,rain,Fri,0,8,124.01543440837865,standard,10
4834,14:21,467.6,63.31,3,sunny,Tue,0,6,182.95429973286278,standard,16
1443,16:39,330.08,63.67,5,rain,Sun,0,9,105.16210092240615,premium,18
3243,20:24,658.04,98.37,3,snow,Tue,0,10,76.0169313063707,intermediate,26
1671,12:53,242.5,81.2,2,sunny,Thu,0,14,168.49040741681412,intermediate,3
3836,00:03,470.4,94.68,4,snow,Tue,0,11,102.02894218775647,intermediate,30
1179,04:28,326.76,65.24,1,sunny,Sun,0,8,85.4665274867737,standard,2
2798,15:54,306.7,49.7,1,sunny,Tue,0,8,173.1778139915624,intermediate,7
1692,20:24,385.45,84.03,0,sunny,Tue,0,13,119.44113061427663,intermediate,0
3956,11:45,672.63,56.42,1,snow,Wed,0,9,105.02246958713813,standard,29
372,09:30,570.05,88.97,6,sunny,Mon,0,4,45.446204811915464,standard,19
3610,04:57,571.52,102.34,0,sunny,Fri,0,11,82.54477109045462,standard,2
1916,06:03,488.95,44.53,0,rain,Wed,0,6,129.2280661794254,premium,13
1357,12:19,491.61,82.18,2,sunny,Thu,0,12,31.504515635550064,standard,16
1825,02:51,674.12,115.45,8,sunny,Tue,0,6,140.2022746818236,standard,15
786,00:24,369.74,44.14,5,rain,Thu,0,11,49.144591047181116,intermediate,21
469,04:05,502.84,115.23,0,sunny,Wed,1,8,166.92085375055476,standard,6
140,08:09,275.88,65.98,2,sunny,Tue,0,5,154.34183178392811,standard,0
788,11:48,287.35,48.43,3,sunny,Tue,0,6,155.04326971265328,standard,6
323,13:39,363.28,69.05,2,sunny,Sun,0,4,120.87416631408665,premium,3
50,20:36,278.82,112.93,8,sunny,Sun,0,9,179.41569493725106,standard,9
714,15:15,472.37,96.69,5,sunny,Wed,0,14,180.53902829275282,intermediate,15
4889,23:35,54.29,114.64,9,rain,Wed,1,3,22.42359312163721,intermediate,14
2840,03:46,662.83,63.77,2,sunny,Fri,0,13,117.02706984993655,standard,11
2446,05:40,440.14,107.48,2,rain,Mon,0,13,30.705238386401387,standard,6
4813,11:02,430.02,104.2,0,sunny,Wed,0,9,33.89963073900905,premium,2
4419,08:12,570.31,108.98,3,sunny,Mon,0,4,28.901573181625103,intermediate,7
4596,00:45,705.72,96.21,5,sunny,Sun,0,5,169.15520701749745,intermediate,9
3015,22:03,130.59,63.11,0,sunny,Sat,0,3,72.4668375875116,intermediate,0
2666,07:06,115.2,118.71,9,snow,Sun,0,6,78.18028896864858,intermediate,20
406,21:12,625.14,93.9,6,rain,Tue,1,8,84.21352202826378,standard,35
3724,18:08,565.97,74.7,4,sunny,Fri,0,11,151.53956501296673,standard,21
1004,04:43,420.01,44.84,5,sunny,Fri,0,4,65.19527769098623,standard,14
3787,00:19,789.79,93.76,5,sunny,Wed,0,14,104.75998413100201,premium,26
890,21:21,783.39,88.26,2,sunny,Thu,0,13,135.45009488202956,intermediate,14
2411,22:21,98.03,63.28,0,rain,Mon,0,7,160.1835600524833,standard,0
2545,09:05,739.28,58.14,6,sunny,Sat,1,13,112.33522510585254,standard,42
4833,22:34,260.44,58.45,1,rain,Mon,0,12,171.91994553685933,standard,16
2390,11:50,785.49,57.2,2,fog,Sun,0,13,81.44117969603874,standard,19
3940,18:34,478.02,101.5,1,rain,Sat,0,10,40.21593123301404,standard,2
42,20:57,479.58,105.05,8,sunny,Sat,0,4,174.9430721494839,standard,16
2830,20:25,402.72,86.67,1,rain,Wed,0,6,43.57684877478091,premium,14
3965,01:34,293.6,103.47,4,sunny,Sun,0,14,58.7172890564738,standard,12
303,03:58,111.11,115.62,4,sunny,Tue,0,10,72.81889846203035,premium,0
4513,00:42,497.64,61.08,6,sunny,Thu,0,14,80.74631323617412,intermediate,25
3747,13:04,789.52,55.95,4,sunny,Sun,0,8,85.15314852124669,premium,13
664,11:34,62.09,77.11,5,sunny,Sat,0,3,158.16502415770924,intermediate,0
1177,00:59,749.33,63.43,7,sunny,Sat,0,6,174.86541666736144,standard,28
2676,04:10,492.1,63.34,7,sunny,Mon,0,12,28.70172315885027,standard,25
1947,17:15,365.25,89.95,2,sunny,Tue,0,5,80.75683021364729,premium,2
2501,17:56,167.57,50.33,7,rain,Thu,1,13,122.26476436838506,standard,35
1473,20:58,695.84,45.93,4,sunny,Wed,0,8,76.291060892113,intermediate,23
3483,07:41,333.48,42.63,9,sunny,Fri,0,9,108.40296156606843,standard,30
3520,10:54,309.46,87.86,3,sunny,Mon,0,11,124.05310183504729,intermediate,10
2132,17:08,757.27,68.05,6,sunny,Sat,0,7,101.98592797819072,intermediate,24
1026,08:10,65.26,118.66,3,sunny,Tue,0,12,163.6386989584525,standard,4
961,23:01,751.12,82.57,1,sunny,Fri,0,11,133.72774532566993,standard,14
2889,18:56,599.22,107.9,3,sunny,Mon,0,8,44.812219333396406,intermediate,7
3134,12:30,144.6,106.6,3,sunny,Wed,1,10,184.51203938995516,intermediate,6
2009,22:04,315.11,64.39,2,sunny,Mon,0,3,146.7463045961214,standard,1
2149,04:27,662.03,82.57,4,sunny,Thu,0,10,90.87670483231268,intermediate,7
3323,22:57,93.72,118.94,2,sunny,Mon,0,13,119.31703537560388,standard,8
2338,10:40,168.9,63.79,2,sunny,Sun,0,8,69.73693131806353,standard,5
3888,23:33,72.82,45.55,8,sunny,Sun,0,4,73.94808251782142,premium,15
304,00:19,195.0,65.1,1,sunny,Tue,0,3,148.4502126655848,standard,0
1440,08:04,325.46,100.98,0,sunny,Tue,0,10,92.23066774410302,premium,5
1496,14:05,229.41,118.91,6,sunny,Tue,0,8,31.675902806248647,premium,0
2652,16:55,210.63,62.92,5,snow,Sat,0,4,20.45157947161341,standard,34
2875,01:37,291.56,87.74,7,sunny,Thu,0,4,97.72868139059848,standard,8
916,06:18,624.73,73.29,3,sunny,Thu,0,4,29.04839321143036,premium,14
4182,03:49,291.1,55.36,1,sunny,Sun,0,4,152.2887347268805,premium,0
3721,20:41,688.92,104.47,1,snow,Tue,0,4,144.71585651635203,intermediate,18
2772,20:44,587.47,100.97,2,snow,Tue,0,13,188.09630725278703,premium,37
1624,02:06,566.86,72.88,2,rain,Tue,0,11,174.92948270465132,premium,17
3837,16:38,299.06,87.03,3,sunny,Thu,0,5,111.72317434868742,standard,4
821,03:07,140.87,110.94,9,snow,Sat,0,10,178.3291163710126,intermediate,26
3964,03:48,468.67,76.22,6,rain,Wed,0,7,180.76670534279978,standard,16
1354,08:44,109.02,100.07,7,rain,Fri,0,5,129.5249810644092,standard,9
4497,07:17,604.85,77.11,1,sunny,Sat,0,10,49.164709055211596,intermediate,8
850,03:41,112.19,71.84,7,sunny,Wed,0,12,154.64695211741517,standard,22
1000,14:05,662.6,86.15,2,rain,Tue,0,5,150.3419726262275,intermediate,11
3377,12:36,416.25,101.87,7,rain,Fri,0,11,41.35128938837307,standard,23
18,20:29,699.95,102.03,3,sunny,Sat,0,13,172.11828421658458,intermediate,22
1637,13:36,407.74,83.14,7,sunny,Mon,0,7,38.565211321129,premium,20
1667,12:46,279.68,94.62,3,rain,Sat,0,6,79.5175950907951,intermediate,5
493,23:44,431.36,99.2,5,rain,Fri,1,5,68.7492250307618,standard,24
1347,13:40,191.81,62.52,1,rain,Tue,0,3,111.77899653962115,intermediate,12
3727,03:46,77.03,48.45,4,rain,Sat,0,14,88.88787701772807,premium,20
4825,18:12,490.56,97.75,7,sunny,Fri,0,11,21.255668351310824,standard,19
3614,22:26,199.19,54.76,8,sunny,Tue,0,5,66.18843825967463,premium,17
3481,18:14,467.63,43.98,2,sunny,Sat,0,9,124.73315913700385,premium,25
687,21:15,546.1,70.02,6,sunny,Wed,0,12,89.70536267222283,standard,27
3731,15:16,418.89,82.14,0,sunny,Wed,0,6,55.51379118172491,standard,0
1608,08:05,613.0,99.06,2,sunny,Wed,0,8,162.89004183470752,standard,7
4084,11:15,216.95,110.62,3,fog,Tue,0,12,40.90433385792618,intermediate,0
3402,02:25,351.24,47.96,1,sunny,Sat,0,8,169.7684847621101,premium,10
1009,02:31,550.03,80.19,8,fog,Tue,0,13,29.3366775279188,intermediate,35
2408,04:19,147.74,66.29,2,sunny,Fri,0,7,123.66784172644256,standard,0
1092,06:51,193.46,105.6,2,sunny,Wed,0,13,103.29519469336012,premium,0
1327,02:53,579.98,45.14,0,sunny,Mon,0,6,102.7253280530052,standard,14
1677,07:13,307.98,114.87,4,sunny,Mon,0,4,132.1021005505712,intermediate,0
1999,02:25,423.4,86.57,7,sunny,Wed,0,4,38.9143002001887,premium,13
1310,06:23,696.22,118.85,8,sunny,Fri,1,13,155.16124790530995,intermediate,31
3258,05:17,109.84,85.52,3,sunny,Tue,0,6,24.629042432658558,standard,7
1987,09:08,570.13,52.87,0,snow,Sat,0,12,90.88781052756786,intermediate,22
3648,20:48,636.99,71.22,7,sunny,Sat,0,6,36.39453909872271,standard,14
344,20:17,486.61,98.32,4,sunny,Tue,0,8,89.7005981797498,intermediate,13
4482,04:58,288.51,115.09,6,fog,Sun,0,4,41.10489624052134,intermediate,5
986,07:37,50.18,109.58,9,sunny,Wed,0,4,24.122092260523868,standard,4
4544,01:15,578.83,58.66,1,rain,Thu,0,9,46.71105639637138,premium,25
3807,12:17,628.35,90.41,5,sunny,Tue,0,13,194.24675405090468,intermediate,17
4523,03:17,729.03,99.69,5,sunny,Tue,0,6,51.733731196711155,standard,13
4002,21:56,56.17,101.85,3,sunny,Thu,0,8,107.18189268982019,premium,0
3091,02:04,455.02,54.95,6,sunny,Sun,0,14,168.62075486176687,premium,21
3961,17:16,284.0,119.24,4,sunny,Sun,0,10,183.4457574160378,intermediate,0
1142,05:14,574.48,58.49,2,snow,Wed,0,12,160.98043938235963,intermediate,29
2358,18:53,367.58,101.12,9,sunny,Wed,0,8,80.45711524456183,standard,17
1198,20:35,734.19,66.27,1,snow,Tue,1,10,141.3490461034137,intermediate,43
85,12:11,419.77,103.15,4,rain,Mon,0,10,59.919294377995925,premium,14
1518,01:10,345.26,47.14,0,rain,Fri,1,11,57.83787091224188,standard,24
516,00:07,716.2,80.51,0,rain,Wed,1,5,150.59898923736338,standard,22
1381,11:59,479.31,72.9,5,sunny,Wed,0,7,147.78678200517248,premium,12
2716,03:00,109.99,106.23,2,rain,Wed,0,9,178.18942881781757,premium,0
3084,19:26,268.47,63.74,8,sunny,Fri,0,8,26.078228423225664,intermediate,29
1014,09:57,677.09,83.48,5,sunny,Mon,1,11,76.89220219354159,premium,23
128,02:02,759.64,108.34,7,sunny,Mon,0,5,46.932074570100355,standard,21
1364,03:31,294.06,56.45,2,sunny,Wed,1,12,35.549613519315855,intermediate,17
3623,16:13,332.29,102.96,5,sunny,Mon,0,5,93.02771519882346,standard,8
4970,05:11,510.98,71.48,2,sunny,Fri,0,11,164.0835418185004,standard,13
891,13:57,200.42,56.25,8,sunny,Mon,0,4,124.51629227981512,standard,10
2793,14:57,540.97,87.12,0,fog,Tue,0,11,122.19537244307985,premium,11
4238,18:20,113.0,91.34,0,sunny,Sat,0,3,83.28814124029886,standard,0
1359,08:42,373.24,65.04,3,snow,Wed,0,11,40.344554369641195,standard,24
307,13:23,400.01,106.95,5,snow,Sat,0,11,198.67412539780426,intermediate,23
1661,17:22,511.18,71.8,8,sunny,Sat,0,7,94.37111574437355,intermediate,13
2431,07:26,571.12,111.47,1,rain,Sun,0,4,170.7387721079084,standard,0
3934,03:20,312.11,97.25,5,sunny,Mon,0,6,126.04727550162995,standard,6
1317,03:49,540.68,103.46,3,sunny,Sat,0,7,25.54024724978295,premium,9
4303,19:26,199.8,58.16,2,sunny,Wed,0,7,154.57511600952375,standard,9
2474,04:14,783.5,70.07,8,sunny,Fri,0,6,156.64479442446634,standard,24
2542,04:38,711.39,84.49,8,fog,Tue,0,8,91.61554343567514,intermediate,25
1246,07:28,339.68,69.06,6,sunny,Sat,0,11,162.8376096200588,intermediate,22
1208,16:44,367.52,61.7,4,sunny,Wed,0,12,100.28211471814203,standard,20
216,11:39,538.04,110.1,9,snow,Fri,0,6,65.31022608678434,standard,30
4292,06:27,90.16,40.99,3,rain,Sun,0,12,167.39795920460813,standard,15
3062,11:33,616.21,57.18,5,sunny,Tue,1,11,53.16777857464919,premium,32
1239,22:19,242.22,118.54,8,rain,Sat,0,3,103.71159810433615,intermediate,12
2289,09:53,407.57,64.46,1,snow,Thu,0,7,91.4601858993304,standard,29
2740,11:43,553.53,78.53,4,fog,Fri,1,8,96.58569920631989,intermediate,28
275,15:54,312.64,76.65,6,sunny,Fri,0,12,123.17185906678928,intermediate,25
489,19:38,89.25,43.36,4,sunny,Sun,0,4,61.98610433869696,intermediate,0
1035,16:04,651.99,104.87,4,sunny,Fri,0,9,147.3988428035739,standard,11
1229,08:46,690.05,93.43,1,sunny,Thu,0,6,81.59396892387986,intermediate,7
4585,05:49,536.56,102.71,3,sunny,Tue,0,3,197.82010405707078,standard,2
1008,10:05,164.17,64.74,4,sunny,Thu,0,10,97.41870210977888,standard,9
4689,07:25,466.26,46.25,2,sunny,Sat,0,3,20.681432053831415,intermediate,14
4026,11:44,50.71,75.63,2,sunny,Sun,0,6,78.05805352143108,standard,0
3182,18:49,407.25,104.96,6,sunny,Tue,0,5,172.69710986324534,intermediate,14
2532,12:57,359.9,57.32,2,sunny,Fri,0,6,61.68214609020688,intermediate,1
4169,15:50,522.8,118.33,4,rain,Tue,0,3,198.5396711486903,standard,4
1058,04:17,603.72,101.14,8,sunny,Thu,0,10,175.19754291732917,standard,23
2166,05:01,752.09,114.81,3,rain,Tue,1,14,177.79282969047566,intermediate,27
4578,02:44,405.44,56.12,6,sunny,Wed,0,11,108.54314670087786,intermediate,16
281,23:29,413.95,83.88,3,sunny,Sat,0,9,34.70277192672681,standard,4
3565,00:57,185.49,118.6,7,rain,Tue,0,5,33.32510774719599,standard,14
1316,18:39,251.38,80.04,1,sunny,Sun,1,4,161.37978120834651,standard,13
4978,04:46,473.06,112.4,5,sunny,Sun,0,12,161.94991299595824,standard,8
968,04:42,73.3,115.74,8,sunny,Thu,0,12,155.89292686988426,standard,4
3126,09:45,355.37,63.12,0,rain,Sun,0,10,157.34107514472203,standard,21
3920,22:09,90.42,56.09,0,sunny,Wed,0,7,103.29077246129145,standard,2
3166,03:10,50.04,117.57,1,sunny,Sun,0,13,54.74084682270551,standard,0
3519,02:39,190.05,66.33,8,fog,Sun,0,10,81.96426190464318,standard,22
619,07:34,617.27,118.89,2,snow,Tue,1,12,51.34601509246038,standard,31
3346,16:31,654.19,101.57,3,rain,Tue,0,6,179.9295587389181,intermediate,7
1742,21:18,584.99,89.06,9,sunny,Mon,0,14,107.03994777217848,intermediate,20
1390,11:01,385.02,110.41,8,rain,Tue,0,3,74.90481389981367,standard,19
4050,20:21,655.53,58.04,4,snow,Wed,1,4,153.73770586537216,premium,39
1847,16:17,318.38,86.79,8,rain,Mon,0,12,25.18730752535543,standard,18
1579,14:25,551.01,62.19,7,rain,Sun,0,9,92.92851279200644,premium,24
1655,23:45,611.99,63.55,4,snow,Tue,0,5,130.39100672909512,intermediate,37
2352,08:29,607.66,89.54,6,rain,Tue,0,9,74.1576194523774,intermediate,21
2212,05:24,492.82,41.97,2,rain,Sat,0,4,107.20745892838778,standard,14
2020,19:49,251.21,91.29,9,snow,Mon,0,14,45.232779656817875,standard,43
4972,15:04,410.2,85.73,8,rain,Tue,0,10,121.48834632938461,premium,12
1956,09:16,618.1,42.81,0,rain,Mon,1,5,48.31734691302864,standard,20
1307,17:06,191.85,112.97,6,sunny,Sun,0,11,93.20960122995251,standard,5
2003,22:23,222.56,83.92,9,rain,Wed,1,3,122.61869166623124,premium,14
4455,05:21,270.99,98.88,7,rain,Thu,0,13,36.20342393339049,intermediate,28
575,03:15,138.13,81.2,2,rain,Sat,0,13,55.7103712677152,premium,6
4089,04:27,247.16,101.23,4,sunny,Fri,0,9,130.6666914780145,intermediate,13
4319,14:05,144.91,96.47,1,sunny,Sun,0,7,62.44648251550421,premium,0
4436,02:50,327.74,41.74,4,sunny,Tue,0,10,99.94077100141882,standard,12
1706,06:06,368.43,106.28,5,sunny,Sun,0,5,97.0827932963697,standard,2
3742,05:39,760.61,72.41,4,sunny,Fri,0,11,40.51518538466165,standard,16
3470,16:34,82.55,99.7,4,sunny,Thu,0,11,24.86699000420314,standard,8
1280,23:45,372.74,87.16,5,snow,Sat,0,14,145.13464006680618,premium,29
861,21:16,291.26,53.58,1,sunny,Sat,0,5,175.74893003801708,standard,9
4145,13:20,363.84,43.79,4,sunny,Thu,0,4,128.90650171793573,intermediate,5
1801,14:30,358.89,51.57,0,sunny,Sat,0,13,160.64214321730472,standard,26
1628,23:24,493.86,113.36,4,snow,Thu,1,14,84.57307292288486,intermediate,33
1993,12:03,557.81,116.72,3,rain,Sun,0,6,125.3904963796076,intermediate,14
2639,01:51,375.29,101.82,9,sunny,Sun,0,9,116.73439973750394,standard,11
269,04:19,157.09,87.01,1,rain,Fri,0,11,39.203797228980136,premium,1
629,15:38,116.58,68.74,4,sunny,Fri,0,4,35.07845598695857,standard,7
3081,20:18,293.24,63.23,8,rain,Mon,0,12,47.585893217440834,standard,20
2334,04:18,287.94,97.97,9,sunny,Sat,0,10,129.2941790078728,premium,14
2966,11:02,756.96,62.71,8,rain,Tue,0,8,60.30351941398013,intermediate,33
300,02:43,432.13,86.33,4,sunny,Thu,1,5,74.9232005032008,standard,21
459,04:53,494.37,88.27,3,rain,Mon,1,9,35.91432602984732,intermediate,33
1447,09:30,510.63,84.11,2,rain,Wed,0,13,121.39632281618056,standard,13
1472,07:39,477.11,50.74,6,snow,Sun,1,14,161.8508802733236,standard,58
2046,08:21,300.03,84.84,5,sunny,Thu,0,5,72.14886545317715,standard,5
4228,11:37,64.93,61.72,8,rain,Fri,0,11,132.09718051428325,premium,28
3764,02:17,626.3,101.99,3,sunny,Tue,1,10,107.90726288894717,intermediate,21
2113,22:38,561.1,92.3,5,sunny,Tue,0,5,170.41626879641663,intermediate,5
27,21:35,660.97,72.51,1,rain,Sat,0,9,30.638024781854096,intermediate,18
3839,20:24,686.78,62.76,7,sunny,Tue,0,3,183.31335558573107,intermediate,32
4522,06:35,625.46,99.54,3,sunny,Sun,0,12,177.1967411964861,premium,0
837,15:24,732.19,103.38,1,snow,Wed,0,5,113.1778427401779,standard,26
3826,02:08,325.74,119.1,5,sunny,Thu,1,11,68.52249771848176,standard,14
2008,01:12,654.57,60.38,6,sunny,Wed,0,10,25.578664389350266,intermediate,19
4907,14:04,482.81,66.35,7,sunny,Sat,0,13,39.142759816969786,intermediate,27
503,19:32,99.99,85.63,3,sunny,Wed,1,5,156.00630455679342,standard,11
3206,14:05,717.73,40.7,6,sunny,Tue,0,4,130.93945506509667,standard,27
4304,12:57,231.73,84.27,1,sunny,Wed,0,13,166.62662724137917,premium,4
380,15:08,711.83,76.21,6,sunny,Mon,1,12,66.04916681846711,intermediate,44
1851,17:28,755.13,69.69,3,sunny,Wed,0,3,89.54399389835555,standard,16
1525,11:45,634.65,88.45,1,rain,Sun,0,9,163.7618359358649,intermediate,16
2365,03:51,781.65,88.59,1,snow,Wed,0,14,60.4661763400666,intermediate,28
4147,13:30,423.61,86.56,1,fog,Mon,0,8,179.0788670321319,premium,11
3052,21:45,437.86,114.51,6,sunny,Wed,0,4,114.81121000204045,standard,11
2884,12:23,520.09,70.16,9,sunny,Tue,0,7,179.69811009173364,standard,16
2340,08:14,149.45,70.52,7,sunny,Tue,0,6,76.74252608618744,standard,16
374,16:56,258.42,60.31,8,rain,Thu,0,11,143.35074851818973,premium,32
3260,01:32,757.18,90.92,9,sunny,Sat,0,14,22.424163035860925,standard,30
2381,04:05,487.5,69.23,5,sunny,Mon,1,10,77.31938323273855,standard,18
4309,15:52,584.05,44.61,4,rain,Thu,0,7,21.71949979105443,intermediate,20
939,11:31,448.5,117.42,2,rain,Fri,0,10,175.00783090278566,standard,8
4198,03:44,118.43,72.52,9,sunny,Wed,0,4,20.631530840859806,standard,13
4165,08:42,686.85,73.9,1,rain,Mon,0,8,98.36604793781426,standard,21
2799,07:15,112.91,54.04,8,rain,Thu,0,3,85.57857620590755,standard,20
2147,20:53,377.16,84.93,1,sunny,Sun,0,10,23.577451584068132,premium,0
3817,15:33,597.27,53.99,9,rain,Wed,0,4,192.4472763386896,standard,31
4540,08:56,768.69,57.55,4,sunny,Mon,0,4,76.3476071761613,premium,14
4216,10:55,299.5,86.21,4,rain,Sat,0,7,57.4412775419013,standard,16
2068,14:34,713.18,72.11,2,fog,Tue,0,5,111.00140725604452,standard,14
529,16:54,300.58,54.42,5,rain,Sat,0,4,62.787913449560065,standard,14
4604,20:54,540.2,65.92,6,sunny,Fri,0,3,176.89733862298792,premium,18
636,12:37,290.43,119.9,6,sunny,Wed,0,14,135.27429908908633,standard,9
1269,13:58,591.78,74.2,4,sunny,Mon,0,13,43.86215699527847,standard,22
