FightID,weapon_jedai,armour_jedai,weapon_calmtrooper,armour_calmtrooper,injuries,number_of_fights,force_level,accuracy_calmtrooper,fight_planet,weather_conditions,surprise_attack,moral_jedai,moral_calmtrooper,winner
5646,Double Lightsaber,92.5%,Experimental Weapon,38.5%,Calmtrooper,34.1,81.6,31.9,Nabira,Storm,FALSE,69.6,10.0,1
2221,Single Lightsaber,53.1%,Standard Blaster,71.8%,Jedai,0.0,25.2,88.5,Tavooine,Clear,TRUE,23.9,68.5,0
3427,Double Lightsaber,84.8%,Experimental Weapon,38.5%,Calmtrooper,114.6,73.1,84.9,Hroth,Sandstorm,FALSE,76.8,54.9,1
6949,Ancient Jedai Blade,68.3%,Heavy Blaster,64.3%,Jedai,181.8,58.9,94.9,Corsavant,Snow,FALSE,73.9,61.9,0
4006,Double Lightsaber,91.1%,Experimental Weapon,38.4%,Calmtrooper,27.9,78.0,72.3,Hroth,Storm,FALSE,88.1,38.7,1
1708,Single Lightsaber,59.1%,Standard Blaster,87.0%,Jedai,4.8,27.6,36.8,Hroth,Sandstorm,TRUE,39.0,81.8,0
6544,Ancient Jedai Blade,59.7%,Heavy Blaster,72.9%,Both,104.2,56.6,83.4,Tavooine,Sandstorm,FALSE,53.9,43.7,0
4803,Double Lightsaber,83.1%,Experimental Weapon,38.0%,Both,84.7,83.2,39.6,Mustran,Clear,TRUE,89.8,40.6,1
6067,Ancient Jedai Blade,61.7%,Heavy Blaster,71.5%,Jedai,32.2,60.0,83.6,Mustran,Clear,FALSE,87.2,59.8,0
2052,Single Lightsaber,58.9%,Standard Blaster,79.7%,Both,30.8,27.2,62.9,Hroth,Clear,FALSE,45.5,69.3,0
7239,Ancient Jedai Blade,63.1%,Heavy Blaster,65.6%,Both,238.3,54.9,89.6,Corsavant,Clear,FALSE,65.0,60.8,0
4166,Double Lightsaber,91.2%,Experimental Weapon,36.5%,Both,210.3,80.7,71.6,Kamira,Sandstorm,TRUE,78.7,39.1,1
7476,Ancient Jedai Blade,66.5%,Heavy Blaster,63.3%,Calmtrooper,3.8,52.6,37.1,Corsavant,Storm,FALSE,34.9,56.8,0
3069,Double Lightsaber,87.0%,Experimental Weapon,41.9%,Calmtrooper,62.1,87.6,47.0,Tavooine,Storm,TRUE,77.8,10.0,1
6454,Ancient Jedai Blade,59.3%,Heavy Blaster,62.9%,Jedai,69.0,58.8,50.1,Tavooine,Sandstorm,TRUE,60.9,48.1,1
1512,Single Lightsaber,55.3%,Standard Blaster,81.5%,Jedai,1.2,35.6,32.7,Eldor,Storm,TRUE,43.1,75.3,0
1110,Single Lightsaber,51.2%,Standard Blaster,83.2%,Jedai,152.3,27.5,33.1,Mustran,Snow,FALSE,36.8,80.0,0
6823,Ancient Jedai Blade,66.2%,Heavy Blaster,63.8%,Calmtrooper,249.1,57.1,30.6,Hroth,Snow,FALSE,72.1,58.1,1
4960,Double Lightsaber,91.0%,Experimental Weapon,36.1%,Calmtrooper,36.3,74.2,41.2,Corsavant,Snow,FALSE,78.1,34.4,1
3306,Double Lightsaber,80.5%,Experimental Weapon,43.8%,Calmtrooper,204.4,83.2,50.0,Corsavant,Storm,TRUE,60.8,35.1,1
57,Single Lightsaber,46.0%,Standard Blaster,82.9%,Both,207.7,32.6,92.7,Tavooine,Clear,FALSE,54.4,45.3,0
645,Single Lightsaber,49.3%,Standard Blaster,93.4%,Jedai,206.4,38.8,47.9,Hroth,Sandstorm,TRUE,39.6,75.6,0
1315,Single Lightsaber,59.7%,Standard Blaster,80.9%,Both,42.1,30.5,73.1,Tavooine,Sandstorm,FALSE,28.0,84.2,0
4322,Double Lightsaber,87.7%,Experimental Weapon,37.6%,Both,192.7,81.8,65.2,Mustran,Snow,FALSE,92.5,25.4,1
5356,Double Lightsaber,86.2%,Experimental Weapon,37.9%,Calmtrooper,217.8,73.6,92.6,Nabira,Storm,TRUE,74.6,31.3,1
8711,Ancient Jedai Blade,74.2%,Heavy Blaster,65.3%,Calmtrooper,120.1,56.7,43.6,Tavooine,Snow,FALSE,62.3,79.6,0
6822,Ancient Jedai Blade,56.9%,Heavy Blaster,68.9%,Both,1.9,63.2,36.9,Eldor,Sandstorm,TRUE,41.3,45.7,1
1579,Single Lightsaber,41.9%,Standard Blaster,79.4%,Both,40.7,29.0,64.7,Hroth,Storm,FALSE,29.3,81.5,0
5096,Double Lightsaber,73.4%,Experimental Weapon,46.8%,Calmtrooper,2.1,75.7,31.1,Corsavant,Clear,TRUE,70.6,38.5,1
3771,Double Lightsaber,73.9%,Experimental Weapon,42.2%,Both,245.5,81.0,46.1,Mustran,Snow,FALSE,89.5,37.0,1
4492,Double Lightsaber,91.9%,Experimental Weapon,40.0%,Both,148.6,84.3,74.7,Tavooine,Snow,FALSE,92.7,21.1,1
6167,Ancient Jedai Blade,68.3%,Heavy Blaster,58.4%,Jedai,63.4,62.3,94.1,Eldor,Clear,FALSE,66.1,48.2,0
8803,Ancient Jedai Blade,57.4%,Heavy Blaster,66.3%,Jedai,207.9,58.3,64.7,Mustran,Sandstorm,FALSE,71.1,64.3,0
235,Single Lightsaber,49.1%,Standard Blaster,84.8%,Jedai,133.0,27.0,68.4,Mustran,Storm,FALSE,39.5,73.7,0
159,Single Lightsaber,49.0%,Standard Blaster,76.4%,Both,22.2,30.4,44.3,Hroth,Sandstorm,TRUE,54.8,58.6,0
2211,Single Lightsaber,45.6%,Standard Blaster,83.2%,Jedai,165.4,26.3,81.1,Tavooine,Sandstorm,FALSE,47.5,96.7,0
8255,Ancient Jedai Blade,72.4%,Heavy Blaster,66.6%,Calmtrooper,9.0,59.4,76.4,Tavooine,Storm,TRUE,69.7,49.3,1
6924,Ancient Jedai Blade,63.0%,Heavy Blaster,62.8%,Both,75.4,56.9,36.7,Hroth,Snow,TRUE,71.4,76.8,1
4891,Double Lightsaber,90.1%,Experimental Weapon,49.7%,Calmtrooper,131.5,85.1,43.4,Kamira,Snow,TRUE,88.5,41.2,1
7497,Ancient Jedai Blade,60.7%,Heavy Blaster,69.9%,Both,137.1,46.0,51.5,Tavooine,Sandstorm,FALSE,54.6,51.9,0
2329,Single Lightsaber,47.5%,Standard Blaster,74.9%,Jedai,207.7,40.7,61.7,Mustran,Snow,FALSE,35.0,78.7,0
1002,Single Lightsaber,54.9%,Standard Blaster,75.8%,Jedai,95.7,21.6,91.4,Tavooine,Snow,TRUE,37.9,69.8,0
3683,Double Lightsaber,90.0%,Experimental Weapon,36.6%,Both,24.0,76.4,72.3,Mustran,Clear,TRUE,97.8,46.9,1
4359,Double Lightsaber,85.5%,Experimental Weapon,39.1%,Both,186.4,84.8,88.6,Nabira,Storm,FALSE,84.3,30.0,1
4695,Double Lightsaber,91.2%,Experimental Weapon,40.2%,Calmtrooper,224.3,81.7,67.0,Nabira,Snow,TRUE,72.8,39.0,1
8635,Ancient Jedai Blade,72.4%,Heavy Blaster,70.0%,Calmtrooper,194.0,51.8,38.3,Eldor,Snow,FALSE,60.5,67.8,0
4055,Double Lightsaber,87.4%,Experimental Weapon,48.0%,Calmtrooper,166.3,81.9,37.8,Hroth,Clear,FALSE,76.4,22.1,1
792,Single Lightsaber,51.5%,Standard Blaster,81.1%,Jedai,202.3,28.8,80.7,Nabira,Sandstorm,FALSE,51.5,54.8,0
6584,Ancient Jedai Blade,72.8%,Heavy Blaster,66.4%,Jedai,48.1,53.6,42.6,Nabira,Sandstorm,TRUE,62.3,63.4,1
2032,Single Lightsaber,45.4%,Standard Blaster,74.5%,Jedai,218.4,31.3,86.2,Tavooine,Snow,TRUE,36.9,84.6,0
4110,Double Lightsaber,86.6%,Experimental Weapon,42.2%,Both,20.0,80.9,80.2,Eldor,Storm,TRUE,69.6,45.9,1
1541,Single Lightsaber,55.7%,Standard Blaster,82.6%,Jedai,87.5,27.5,77.7,Kamira,Storm,FALSE,37.6,55.4,0
1704,Single Lightsaber,49.0%,Standard Blaster,81.8%,Jedai,62.5,29.1,50.4,Tavooine,Storm,TRUE,40.4,74.9,0
519,Single Lightsaber,62.0%,Standard Blaster,90.9%,Jedai,139.3,33.7,78.3,Nabira,Snow,FALSE,45.4,77.2,0
3972,Double Lightsaber,81.8%,Experimental Weapon,44.6%,Calmtrooper,37.9,77.9,45.7,Eldor,Sandstorm,TRUE,90.5,20.5,1
2227,Single Lightsaber,54.6%,Standard Blaster,73.7%,Both,198.3,32.8,61.7,Corsavant,Snow,TRUE,39.6,75.6,0
4721,Double Lightsaber,83.6%,Experimental Weapon,47.3%,Both,194.3,78.2,72.7,Nabira,Snow,TRUE,87.6,22.7,1
8798,Ancient Jedai Blade,56.2%,Heavy Blaster,64.6%,Calmtrooper,2.0,54.3,33.6,Nabira,Storm,FALSE,52.4,66.5,0
2212,Single Lightsaber,42.9%,Standard Blaster,76.0%,Jedai,71.6,28.7,68.5,Nabira,Clear,FALSE,35.8,82.4,0
4000,Double Lightsaber,87.7%,Experimental Weapon,40.3%,Both,30.5,71.1,71.8,Kamira,Sandstorm,TRUE,83.9,43.6,1
8705,Ancient Jedai Blade,58.7%,Heavy Blaster,70.2%,Both,240.7,63.5,34.0,Tavooine,Storm,FALSE,45.2,61.5,1
7146,Ancient Jedai Blade,61.0%,Heavy Blaster,65.9%,Calmtrooper,37.9,58.2,77.8,Hroth,Storm,FALSE,55.6,64.4,0
1264,Single Lightsaber,52.9%,Standard Blaster,86.5%,Jedai,124.6,37.4,42.4,Kamira,Sandstorm,FALSE,47.6,78.3,0
771,Single Lightsaber,53.8%,Standard Blaster,76.9%,Jedai,119.0,24.7,32.9,Kamira,Sandstorm,FALSE,29.5,60.9,0
3844,Double Lightsaber,84.7%,Experimental Weapon,44.9%,Both,193.5,87.8,89.0,Corsavant,Clear,FALSE,76.5,44.8,1
5687,Double Lightsaber,89.7%,Experimental Weapon,41.5%,Calmtrooper,109.4,78.1,86.8,Mustran,Sandstorm,FALSE,86.7,26.5,1
228,Single Lightsaber,52.4%,Standard Blaster,87.4%,Jedai,124.7,33.6,30.8,Eldor,Sandstorm,TRUE,27.1,60.4,0
1937,Single Lightsaber,45.6%,Standard Blaster,83.9%,Jedai,214.8,28.1,55.2,Kamira,Sandstorm,FALSE,38.4,62.2,0
3508,Double Lightsaber,85.4%,Experimental Weapon,40.7%,Calmtrooper,17.5,82.3,32.0,Nabira,Storm,TRUE,73.5,35.1,1
5797,Double Lightsaber,85.2%,Experimental Weapon,36.1%,Calmtrooper,130.6,82.2,48.4,Nabira,Sandstorm,TRUE,74.7,17.1,1
8604,Ancient Jedai Blade,68.2%,Heavy Blaster,67.4%,Both,211.5,62.5,46.9,Mustran,Clear,FALSE,50.2,58.9,1
4772,Double Lightsaber,80.8%,Experimental Weapon,45.5%,Calmtrooper,168.3,74.9,70.9,Corsavant,Snow,TRUE,76.3,43.4,1
2968,Single Lightsaber,54.5%,Standard Blaster,76.1%,Jedai,208.5,33.8,81.7,Kamira,Clear,FALSE,55.2,60.9,0
1818,Single Lightsaber,49.6%,Standard Blaster,78.5%,Jedai,3.4,36.5,46.6,Kamira,Clear,TRUE,42.8,86.4,0
1555,Single Lightsaber,47.4%,Standard Blaster,75.5%,Both,56.3,25.6,33.9,Tavooine,Snow,TRUE,49.3,70.8,0
2897,Single Lightsaber,59.3%,Standard Blaster,68.6%,Both,111.6,39.4,37.3,Kamira,Clear,TRUE,41.7,90.2,0
514,Single Lightsaber,53.1%,Standard Blaster,81.2%,Jedai,176.9,24.6,53.4,Mustran,Clear,TRUE,34.4,51.6,0
3846,Double Lightsaber,88.8%,Experimental Weapon,41.1%,Calmtrooper,197.5,81.7,80.8,Nabira,Storm,TRUE,82.2,22.4,1
7221,Ancient Jedai Blade,67.5%,Heavy Blaster,65.8%,Both,26.1,61.8,62.9,Mustran,Storm,FALSE,51.7,61.0,0
8776,Ancient Jedai Blade,66.6%,Heavy Blaster,66.4%,Jedai,210.4,54.6,84.6,Corsavant,Snow,FALSE,67.0,70.6,0
6694,Ancient Jedai Blade,60.0%,Heavy Blaster,51.5%,Both,172.7,59.0,45.5,Nabira,Clear,FALSE,49.6,58.2,1
864,Single Lightsaber,47.3%,Standard Blaster,78.1%,Both,141.0,28.1,43.7,Kamira,Storm,TRUE,40.0,59.7,0
1951,Single Lightsaber,51.4%,Standard Blaster,75.8%,Jedai,24.9,34.5,83.1,Eldor,Storm,TRUE,37.6,48.5,0
1654,Single Lightsaber,45.4%,Standard Blaster,77.4%,Jedai,82.0,30.3,56.3,Corsavant,Clear,FALSE,51.1,72.3,0
7708,Ancient Jedai Blade,77.1%,Heavy Blaster,59.0%,Calmtrooper,66.5,61.0,61.7,Nabira,Sandstorm,TRUE,66.0,48.8,1
6085,Ancient Jedai Blade,73.1%,Heavy Blaster,62.6%,Both,40.0,58.8,58.8,Tavooine,Clear,FALSE,60.2,62.5,1
51,Single Lightsaber,49.8%,Standard Blaster,74.7%,Jedai,81.9,25.9,37.8,Kamira,Clear,FALSE,31.0,68.1,0
5408,Double Lightsaber,84.8%,Experimental Weapon,42.5%,Calmtrooper,206.0,81.1,59.1,Mustran,Clear,FALSE,93.3,51.0,1
8281,Ancient Jedai Blade,65.6%,Heavy Blaster,62.7%,Both,111.2,54.8,39.6,Corsavant,Snow,TRUE,68.5,40.9,1
1131,Single Lightsaber,50.7%,Standard Blaster,65.1%,Jedai,163.6,19.2,36.7,Nabira,Storm,FALSE,42.2,73.5,0
1764,Single Lightsaber,47.4%,Standard Blaster,72.9%,Jedai,124.3,34.6,44.2,Tavooine,Clear,FALSE,49.1,67.0,0
5597,Double Lightsaber,78.0%,Experimental Weapon,40.3%,Calmtrooper,233.9,73.3,47.0,Eldor,Snow,TRUE,81.7,34.5,1
6507,Ancient Jedai Blade,62.0%,Heavy Blaster,64.8%,Both,208.0,57.2,75.3,Kamira,Clear,TRUE,49.8,57.9,0
6904,Ancient Jedai Blade,69.4%,Heavy Blaster,64.9%,Jedai,197.0,60.4,30.7,Hroth,Snow,TRUE,52.8,67.1,1
1212,Single Lightsaber,43.4%,Standard Blaster,84.3%,Both,151.8,23.4,31.5,Corsavant,Storm,FALSE,36.6,51.9,0
3424,Double Lightsaber,85.9%,Experimental Weapon,33.0%,Calmtrooper,84.5,75.8,68.1,Tavooine,Storm,FALSE,78.9,27.0,1
530,Single Lightsaber,42.7%,Standard Blaster,83.7%,Both,117.9,36.7,92.4,Corsavant,Clear,TRUE,47.1,71.9,0
1925,Single Lightsaber,49.1%,Standard Blaster,74.8%,Both,57.7,29.8,87.9,Corsavant,Clear,FALSE,39.2,87.2,0
8685,Ancient Jedai Blade,58.6%,Heavy Blaster,63.0%,Calmtrooper,192.6,44.0,73.5,Corsavant,Sandstorm,TRUE,51.3,63.5,0
500,Single Lightsaber,51.7%,Standard Blaster,80.6%,Both,117.8,37.5,93.8,Nabira,Snow,TRUE,53.2,63.4,0
1639,Single Lightsaber,54.8%,Standard Blaster,82.2%,Jedai,198.3,26.9,51.6,Corsavant,Sandstorm,FALSE,33.5,57.8,0
5821,Double Lightsaber,85.0%,Experimental Weapon,48.4%,Calmtrooper,24.4,69.8,87.6,Hroth,Clear,TRUE,75.1,35.3,1
3882,Double Lightsaber,86.4%,Experimental Weapon,43.3%,Calmtrooper,70.7,76.5,64.6,Tavooine,Storm,TRUE,82.2,23.9,1
5686,Double Lightsaber,81.4%,Experimental Weapon,37.7%,Both,129.8,77.1,40.0,Corsavant,Sandstorm,FALSE,82.8,37.0,1
1442,Single Lightsaber,47.1%,Standard Blaster,70.0%,Jedai,4.1,29.9,41.3,Mustran,Storm,FALSE,56.8,91.5,0
7821,Ancient Jedai Blade,63.9%,Heavy Blaster,65.2%,Both,204.1,48.5,38.8,Kamira,Snow,FALSE,64.4,53.3,1
2800,Single Lightsaber,52.3%,Standard Blaster,81.3%,Jedai,232.0,25.0,47.1,Kamira,Storm,TRUE,39.2,71.6,0
2133,Single Lightsaber,46.1%,Standard Blaster,88.3%,Jedai,111.8,33.6,71.2,Eldor,Snow,FALSE,41.9,61.8,0
5399,Double Lightsaber,87.7%,Experimental Weapon,48.1%,Calmtrooper,105.5,78.8,49.0,Hroth,Sandstorm,FALSE,88.6,30.8,1
2494,Single Lightsaber,54.6%,Standard Blaster,79.9%,Both,228.4,43.5,81.4,Corsavant,Storm,FALSE,38.4,64.7,0
7132,Ancient Jedai Blade,63.0%,Heavy Blaster,67.6%,Both,77.6,54.1,63.5,Hroth,Snow,TRUE,61.6,68.2,0
3204,Double Lightsaber,87.8%,Experimental Weapon,45.9%,Calmtrooper,49.7,82.2,76.8,Kamira,Sandstorm,FALSE,80.0,15.2,1
6598,Ancient Jedai Blade,67.2%,Heavy Blaster,59.7%,Both,210.2,58.0,61.1,Nabira,Clear,TRUE,48.9,74.5,0
1387,Single Lightsaber,54.8%,Standard Blaster,73.7%,Jedai,225.9,20.7,36.5,Tavooine,Sandstorm,FALSE,37.6,76.2,0
8050,Ancient Jedai Blade,63.2%,Heavy Blaster,60.2%,Both,94.0,56.2,72.2,Hroth,Snow,FALSE,47.5,55.8,0
639,Single Lightsaber,51.7%,Standard Blaster,85.7%,Jedai,232.4,32.3,42.0,Mustran,Clear,FALSE,41.3,87.8,0
776,Single Lightsaber,50.3%,Standard Blaster,80.5%,Both,15.4,26.0,92.3,Corsavant,Storm,TRUE,42.3,76.3,0
632,Single Lightsaber,51.7%,Standard Blaster,75.5%,Jedai,115.8,27.1,69.0,Kamira,Sandstorm,FALSE,42.3,58.7,0
1203,Single Lightsaber,49.8%,Standard Blaster,87.5%,Both,209.0,29.0,78.0,Mustran,Storm,TRUE,46.1,73.7,0
8109,Ancient Jedai Blade,65.9%,Heavy Blaster,57.4%,Both,115.1,55.3,52.7,Hroth,Snow,TRUE,65.0,66.5,1
1368,Single Lightsaber,56.3%,Standard Blaster,84.6%,Jedai,197.5,45.5,89.1,Corsavant,Clear,TRUE,40.3,71.4,0
7186,Ancient Jedai Blade,57.7%,Heavy Blaster,65.5%,Jedai,25.5,50.5,43.2,Kamira,Storm,FALSE,56.1,45.0,1
5829,Double Lightsaber,90.7%,Experimental Weapon,41.8%,Both,117.6,70.1,40.5,Kamira,Snow,TRUE,81.5,31.8,1
1908,Single Lightsaber,48.0%,Standard Blaster,86.2%,Jedai,175.0,29.3,94.6,Hroth,Storm,TRUE,40.8,73.9,0
7103,Ancient Jedai Blade,66.6%,Heavy Blaster,62.4%,Both,228.1,55.8,81.7,Mustran,Storm,FALSE,40.2,46.1,0
4383,Double Lightsaber,89.8%,Experimental Weapon,36.9%,Calmtrooper,17.9,81.6,43.1,Tavooine,Clear,FALSE,60.3,15.5,1
4989,Double Lightsaber,91.6%,Experimental Weapon,34.1%,Calmtrooper,194.5,72.6,50.0,Hroth,Storm,TRUE,67.9,19.5,1
7597,Ancient Jedai Blade,59.3%,Heavy Blaster,63.4%,Jedai,150.9,55.7,50.5,Nabira,Storm,TRUE,67.4,64.0,0
8159,Ancient Jedai Blade,66.8%,Heavy Blaster,60.4%,Both,55.6,54.0,38.8,Hroth,Snow,TRUE,69.1,50.2,1
8952,Ancient Jedai Blade,60.6%,Heavy Blaster,60.5%,Calmtrooper,139.0,56.9,57.2,Kamira,Sandstorm,TRUE,42.3,64.4,0
1330,Single Lightsaber,52.8%,Standard Blaster,73.4%,Both,161.7,23.0,94.5,Eldor,Snow,FALSE,49.1,75.9,0
8563,Ancient Jedai Blade,70.3%,Heavy Blaster,63.9%,Both,151.8,46.0,37.2,Nabira,Clear,TRUE,63.2,53.4,1
5975,Double Lightsaber,75.5%,Experimental Weapon,36.5%,Calmtrooper,66.6,86.1,84.6,Hroth,Clear,TRUE,70.7,57.0,1
1976,Single Lightsaber,47.4%,Standard Blaster,82.9%,Jedai,48.3,26.4,48.0,Hroth,Sandstorm,TRUE,40.1,65.7,0
8822,Ancient Jedai Blade,64.9%,Heavy Blaster,64.0%,Jedai,221.2,54.2,68.1,Hroth,Clear,TRUE,34.4,56.7,0
5016,Double Lightsaber,80.0%,Experimental Weapon,42.6%,Calmtrooper,87.9,82.6,42.1,Kamira,Storm,TRUE,76.6,28.1,1
1099,Single Lightsaber,51.7%,Standard Blaster,78.2%,Both,214.0,26.1,40.9,Corsavant,Clear,TRUE,42.3,89.6,0
6140,Ancient Jedai Blade,55.2%,Heavy Blaster,59.6%,Jedai,139.9,57.6,51.3,Eldor,Storm,FALSE,62.6,42.6,1
5037,Double Lightsaber,89.3%,Experimental Weapon,31.6%,Calmtrooper,92.9,81.8,91.6,Mustran,Storm,TRUE,72.7,32.8,1
1270,Single Lightsaber,50.7%,Standard Blaster,77.0%,Both,66.8,35.6,45.2,Mustran,Snow,TRUE,34.5,54.9,0
4561,Double Lightsaber,88.5%,Experimental Weapon,42.1%,Calmtrooper,107.7,75.3,57.1,Hroth,Clear,FALSE,76.3,43.5,1
6844,Ancient Jedai Blade,64.2%,Heavy Blaster,69.1%,Jedai,198.3,61.0,48.0,Kamira,Sandstorm,FALSE,51.3,56.6,1
8101,Ancient Jedai Blade,67.3%,Heavy Blaster,61.9%,Calmtrooper,65.5,55.5,85.8,Kamira,Sandstorm,TRUE,67.9,45.2,0
1637,Single Lightsaber,55.5%,Standard Blaster,83.1%,Jedai,18.8,36.4,50.7,Mustran,Storm,FALSE,48.0,75.7,0
3534,Double Lightsaber,88.1%,Experimental Weapon,41.2%,Both,28.3,81.2,74.6,Corsavant,Storm,FALSE,72.2,20.0,1
8484,Ancient Jedai Blade,71.4%,Heavy Blaster,69.2%,Jedai,132.7,49.5,34.9,Kamira,Snow,TRUE,53.2,66.3,0
326,Single Lightsaber,51.8%,Standard Blaster,75.2%,Jedai,11.3,34.3,72.7,Hroth,Clear,FALSE,43.4,65.6,0
6421,Ancient Jedai Blade,63.8%,Heavy Blaster,67.5%,Calmtrooper,16.6,51.4,51.5,Tavooine,Snow,FALSE,58.6,60.5,0
920,Single Lightsaber,40.6%,Standard Blaster,79.9%,Jedai,33.0,33.5,73.2,Kamira,Storm,FALSE,56.5,75.6,0
5253,Double Lightsaber,82.7%,Experimental Weapon,36.2%,Calmtrooper,140.7,78.2,91.7,Nabira,Clear,FALSE,94.4,25.9,1
4449,Double Lightsaber,86.4%,Experimental Weapon,44.2%,Both,85.1,80.8,69.3,Tavooine,Sandstorm,FALSE,70.8,11.3,1
3520,Double Lightsaber,85.2%,Experimental Weapon,42.5%,Calmtrooper,96.6,74.1,89.2,Nabira,Clear,FALSE,84.7,20.4,1
7337,Ancient Jedai Blade,63.1%,Heavy Blaster,62.8%,Jedai,139.4,57.8,77.6,Nabira,Snow,TRUE,69.5,59.6,0
7587,Ancient Jedai Blade,66.7%,Heavy Blaster,72.1%,Jedai,103.8,60.5,52.7,Kamira,Clear,FALSE,52.1,65.7,0
7268,Ancient Jedai Blade,66.9%,Heavy Blaster,62.6%,Jedai,214.3,56.9,60.0,Hroth,Clear,TRUE,75.3,59.2,1
7015,Ancient Jedai Blade,65.5%,Heavy Blaster,65.2%,Both,87.4,54.5,83.7,Corsavant,Storm,TRUE,75.2,56.7,0
6493,Ancient Jedai Blade,76.5%,Heavy Blaster,62.2%,Jedai,73.0,48.6,43.0,Kamira,Storm,TRUE,46.5,61.9,0
4911,Double Lightsaber,82.0%,Experimental Weapon,37.2%,Both,17.4,75.7,70.4,Hroth,Snow,FALSE,78.3,37.1,1
4428,Double Lightsaber,81.7%,Experimental Weapon,35.7%,Both,0.2,71.6,62.0,Eldor,Sandstorm,FALSE,76.2,14.2,1
7264,Ancient Jedai Blade,66.2%,Heavy Blaster,79.6%,Jedai,191.0,51.1,39.2,Kamira,Sandstorm,TRUE,60.7,78.7,0
5972,Double Lightsaber,79.6%,Experimental Weapon,44.8%,Calmtrooper,9.7,84.3,94.3,Tavooine,Clear,FALSE,70.2,21.3,1
1962,Single Lightsaber,50.8%,Standard Blaster,84.4%,Jedai,162.8,26.4,77.6,Hroth,Snow,FALSE,40.7,66.2,0
6759,Ancient Jedai Blade,62.5%,Heavy Blaster,64.8%,Both,53.8,53.0,88.3,Tavooine,Clear,FALSE,58.4,58.1,0
5664,Double Lightsaber,86.9%,Experimental Weapon,41.6%,Both,8.5,82.3,42.8,Mustran,Sandstorm,FALSE,73.8,16.2,1
226,Single Lightsaber,51.7%,Standard Blaster,77.9%,Jedai,148.4,32.2,34.8,Tavooine,Storm,FALSE,43.7,70.5,0
5761,Double Lightsaber,77.6%,Experimental Weapon,46.7%,Calmtrooper,79.5,84.1,33.7,Mustran,Clear,FALSE,84.1,27.2,1
752,Single Lightsaber,50.1%,Standard Blaster,81.9%,Jedai,227.2,27.1,91.2,Nabira,Sandstorm,TRUE,64.5,89.8,0
553,Single Lightsaber,48.2%,Standard Blaster,81.6%,Jedai,64.9,20.0,46.6,Corsavant,Sandstorm,TRUE,54.3,61.9,0
3412,Double Lightsaber,81.5%,Experimental Weapon,34.0%,Calmtrooper,78.0,80.7,30.0,Kamira,Storm,TRUE,73.2,28.8,1
8223,Ancient Jedai Blade,69.1%,Heavy Blaster,67.1%,Jedai,44.8,71.0,92.5,Eldor,Snow,FALSE,73.6,69.2,0
592,Single Lightsaber,49.7%,Standard Blaster,79.3%,Both,107.5,19.0,86.9,Tavooine,Clear,FALSE,37.7,71.4,0
1115,Single Lightsaber,50.3%,Standard Blaster,81.4%,Jedai,246.0,31.0,48.9,Eldor,Snow,TRUE,42.0,84.8,0
2425,Single Lightsaber,52.3%,Standard Blaster,76.3%,Jedai,12.9,32.1,91.1,Tavooine,Clear,TRUE,35.6,84.1,0
6815,Ancient Jedai Blade,65.3%,Heavy Blaster,54.3%,Both,231.5,52.4,44.7,Kamira,Clear,FALSE,49.2,56.3,1
595,Single Lightsaber,44.2%,Standard Blaster,76.2%,Jedai,1.3,17.6,73.5,Tavooine,Sandstorm,FALSE,34.9,68.1,0
2665,Single Lightsaber,48.8%,Standard Blaster,91.9%,Both,234.0,22.8,60.3,Nabira,Storm,TRUE,44.4,77.2,0
1275,Single Lightsaber,38.8%,Standard Blaster,85.5%,Jedai,68.4,30.2,90.2,Hroth,Clear,TRUE,43.8,51.1,0
43,Single Lightsaber,57.7%,Standard Blaster,75.9%,Jedai,167.9,23.2,63.8,Tavooine,Snow,TRUE,45.4,80.6,0
427,Single Lightsaber,50.2%,Standard Blaster,69.1%,Jedai,134.0,25.9,76.6,Hroth,Sandstorm,FALSE,50.9,81.6,0
7807,Ancient Jedai Blade,61.5%,Heavy Blaster,63.3%,Jedai,245.2,46.1,70.5,Nabira,Sandstorm,FALSE,65.8,62.2,0
1347,Single Lightsaber,50.7%,Standard Blaster,83.7%,Jedai,238.4,30.1,72.3,Nabira,Clear,FALSE,28.1,75.1,0
3325,Double Lightsaber,86.1%,Experimental Weapon,45.9%,Calmtrooper,238.7,84.0,63.1,Nabira,Sandstorm,FALSE,75.3,52.0,1
3925,Double Lightsaber,89.5%,Experimental Weapon,45.6%,Calmtrooper,7.9,83.1,53.4,Eldor,Clear,FALSE,68.4,29.2,1
3657,Double Lightsaber,88.4%,Experimental Weapon,39.5%,Calmtrooper,40.3,81.5,82.0,Kamira,Storm,TRUE,86.5,22.5,1
865,Single Lightsaber,51.8%,Standard Blaster,82.8%,Jedai,134.1,23.4,78.9,Hroth,Clear,TRUE,35.6,78.8,0
3137,Double Lightsaber,89.1%,Experimental Weapon,48.1%,Both,22.3,79.7,56.8,Kamira,Storm,FALSE,81.7,34.8,1
582,Single Lightsaber,47.2%,Standard Blaster,81.3%,Both,79.6,23.9,77.5,Kamira,Clear,FALSE,47.2,78.3,0
3558,Double Lightsaber,86.7%,Experimental Weapon,39.8%,Calmtrooper,164.1,73.4,39.3,Eldor,Snow,TRUE,74.0,27.2,1
1068,Single Lightsaber,47.7%,Standard Blaster,79.2%,Both,115.4,23.7,43.3,Eldor,Sandstorm,FALSE,36.0,59.5,0
